"DMA","CITY","ST","NETWORK","CALLSIGN","FACIL
ID NO","VIRTUAL CHAN","
DIGITAL CHAN","ANALOG TERMINATION DATE","HRDSHP WVR","NL","SIGNAL & CONSTRUCTION ISSUES","LICENSEE"
"BOSTON (MANCHESTER)","MERRIMACK","NH","TELEMUNDO","WNEU",51864,60,34,2/17/09,,,"2% LOSS","NBC TELEMUNDO LICENSE CO."
"BOSTON (MANCHESTER)","NORWELL","MA","IND","WWDP",23671,46,10,4/16/09,,,,"NORWELL TELEVISION, LLC"
"BOSTON (MANCHESTER)","VINEYARD HAVEN","MA","ION","WDPX-TV",6476,58,40,4/16/09,,,,"ION MEDIA BOSTON LICENSE, INC."
"BOSTON (MANCHESTER)","WORCESTER","MA","UNIVISION","WUNI",30577,27,29,6/12/09,,,"2% LOSS","ENTRAVISION HOLDINGS, LLC"
"BOSTON (MANCHESTER)","WORCESTER","MA","IND","WYDN",18783,48,47,4/30/09,,,"2% LOSS","EDUCATIONAL PUBLIC TV CORPORATION"
"BOWLING GREEN","BOWLING GREEN","KY","ABC","WBKO",4692,13,13,"Before 2/17/09",,," ","GRAY TELEVISION LICENSEE, LLC"
"BOWLING GREEN","BOWLING GREEN","KY","PBS","WKGB-TV",34177,53,48,4/16/09,,,,"KENTUCKY AUTHORITY FOR EDUCATIONAL TV"
"BOWLING GREEN","BOWLING GREEN","KY","PBS","WKYU-TV",71861,24,18,2/17/09,,,,"WESTERN KENTUCKY UNIVERSITY"
"BOWLING GREEN","BOWLING GREEN","KY","NBC","WNKY",61217,40,16,6/12/09,,,,"MMK LICENSE LLC"
"BUFFALO","BATAVIA","NY","ION","WPXJ-TV",2325,51,23,6/12/09,,,,"ION MEDIA BUFFALO LICENSE, INC."
"BUFFALO","BUFFALO","NY","NBC","WGRZ",64547,2,33,6/12/09,,"S","2% LOSS","MULTIMEDIA ENTERTAINMENT, INC."
"BUFFALO","BUFFALO","NY","CBS","WIVB-TV",7780,4,39,6/12/09,,,"2% LOSS","WIVB BROADCASTING, LLC"
"BUFFALO","BUFFALO","NY","ABC","WKBW-TV",54176,7,38,6/12/09,,,,"WKBW-TV LICENSE, INC."
"BUFFALO","BUFFALO","NY","PBS","WNED-TV",71928,17,43,4/16/09,,,,"WESTERN NY PUBLIC BROADCASTING ASSOC."
"BUFFALO","BUFFALO","NY","CW","WNLO",71905,23,32,6/12/09,,,,"WIVB BROADCASTING, LLC"
"BUFFALO","BUFFALO","NY","MYTV","WNYO-TV",67784,49,34,6/12/09,,,"2% LOSS","NEW YORK TELEVISION, INC."
"BUFFALO","BUFFALO","NY","FOX","WUTV",415,29,14,2/17/09,,,,"WUTV LICENSEE, LLC"
"BUFFALO","JAMESTOWN","NY","IND","WNYB",30303,26,26,5/4/09,,,,"FAITH BROADCASTING NETWORK, INC."
"BUFFALO","SPRINGVILLE","NY","RTN","WNGS",9088,67,7,6/12/09,,,"EXT-DARK","EBC BUFFALO, INC."
"BURLINGTON-PLATTSBURGH","BURLINGTON","VT","CBS","WCAX-TV",46728,3,22,2/17/09,,"E","2% LOSS","MT. MANSFIELD TELEVISION, INC."
"BURLINGTON-PLATTSBURGH","BURLINGTON","VT","PBS","WETK",69944,33,32,2/17/09,,,,"VERMONT ETV, INC."
"BURLINGTON-PLATTSBURGH","BURLINGTON","VT","FOX","WFFF-TV",10132,44,43,2/17/09,,,,"SMITH MEDIA LICENSE HOLDINGS, LLC"
"BURLINGTON-PLATTSBURGH","BURLINGTON","VT","ABC","WVNY",11259,22,13,2/17/09,,,,"LAMBERT BROADCASTING OF BURLINGTON, LLC"
"BURLINGTON-PLATTSBURGH","HARTFORD","VT","NBC","WNNE",73344,31,25,2/17/09,,,,"HEARST-ARGYLE STATIONS, INC."
"BURLINGTON-PLATTSBURGH","LITTLETON","NH","PBS","WLED-TV",69328,49,48,2/17/09,,,,"UNIVERSITY OF NEW HAMPSHIRE"
"BURLINGTON-PLATTSBURGH","NORTH POLE","NY","NBC","WPTZ",57476,5,14,2/17/09,,"E","2% LOSS","HEARST-ARGYLE STATIONS, INC."
"BURLINGTON-PLATTSBURGH","PLATTSBURGH","NY","PBS","WCFE-TV",46755,57,38,2/17/09,,,,"MOUNTAIN LAKE PUBLIC TELECOMMUNICATIONS COUNCIL"
"BURLINGTON-PLATTSBURGH","RUTLAND","VT","PBS","WVER",69946,28,9,2/17/09,,,,"VERMONT ETV, INC."
"BURLINGTON-PLATTSBURGH","ST. JOHNSBURY","VT","PBS","WVTB",69940,20,18,2/17/09,,,,"VERMONT ETV, INC."
"BURLINGTON-PLATTSBURGH","WINDSOR","VT","PBS","WVTA",69943,41,24,2/17/09,,,,"VERMONT ETV, INC."
"BUTTE-BOZEMAN","BOZEMAN","MT","CBS","KBZK",33756,7,13,6/12/09,,,,"KCTZ COMMUNICATIONS, INC."
"BUTTE-BOZEMAN","BOZEMAN","MT","PBS","KUSM",43567,9,8,6/12/09,,,,"MONTANA STATE UNIVERSITY"
"BUTTE-BOZEMAN","BUTTE","MT","FOX","KBTZ",81438,24,24,6/12/09,,,"EXT-DARK","MONTANA LICENSE SUB, INC."
"BUTTE-BOZEMAN","BUTTE","MT","NBC","KTVM",18066,6,6,6/10/09,,"C",,"BLUESTONE LICENSE HOLDINGS INC."
"BUTTE-BOZEMAN","BUTTE","MT","ABC","KWYB",14674,18,19,2/17/09,,,,"MMM LICENSE LLC"
"BUTTE-BOZEMAN","BUTTE","MT","CBS","KXLF-TV",35959,4,5,6/12/09,,,,"KXLF COMMUNICATIONS, INC."
"CASPER-RIVERTON","CASPER","WY","NBC","KCWY",68713,13,12,6/12/09,,,,"BOZEMAN TRAIL COMMUNICATIONS COMPANY"
"CASPER-RIVERTON","CASPER","WY","FOX","KFNB",74256,20,20,2/17/09,,,,"WYOMEDIA CORPORATION"
"CASPER-RIVERTON","CASPER","WY","CBS","KGWC-TV",63177,14,14,2/17/09,,,,"MARK III MEDIA, INC."
"CASPER-RIVERTON","CASPER","WY","PBS","KPTW",82575,6,8,2/17/09,,,,"CENTRAL WYOMING COLLEGE"
"CASPER-RIVERTON","CASPER","WY","ABC","KTWO-TV",18286,2,17,2/17/09,,,"2% LOSS","SILVERTON BROADCASTING COMPANY, LLC"
"CASPER-RIVERTON","LANDER","WY","PBS","KCWC-TV",10036,4,8,"Before 2/17/09",,,,"CENTRAL WYOMING COLLEGE"
"CASPER-RIVERTON","LANDER","WY","CBS","KGWL-TV",63162,5,7,2/17/09,"GRNTD",,"2% LOSS","MARK III MEDIA, INC."
"CASPER-RIVERTON","RAWLINS","WY","FOX","KFNR",21612,11,9,10/10/08,,,,"FIRST NATIONAL BROADCASTING CORP."
"CASPER-RIVERTON","RIVERTON","WY","FOX","KFNE",21613,10,10,2/17/09,"GRNTD",,,"FIRST NATIONAL BROADCASTING CORP."
"CEDAR RAPIDS-WTRLO-IWC&DUB","CEDAR RAPIDS","IA","ABC","KCRG-TV",9719,9,9,6/12/09,,,,"CEDAR RAPIDS TELEVISION COMPANY"
"CEDAR RAPIDS-WTRLO-IWC&DUB","CEDAR RAPIDS","IA","FOX","KFXA",35336,28,27,2/17/09,,,,"SECOND GENERATION OF IOWA, LTD."
"CEDAR RAPIDS-WTRLO-IWC&DUB","CEDAR RAPIDS","IA","CBS","KGAN",25685,2,51,2/17/09,,,"2% LOSS","KGAN LICENSEE, LLC"
"CEDAR RAPIDS-WTRLO-IWC&DUB","CEDAR RAPIDS","IA","ION","KPXR-TV",21156,48,47,4/16/09,,,,"ION MEDIA LICENSE COMPANY, LLC"
"CEDAR RAPIDS-WTRLO-IWC&DUB","DUBUQUE","IA","IND","KFXB",17625,40,43,2/17/09,,,"2% LOSS","CHRISTIAN TELEVISION NETWORK OF IOWA, INC."
"CEDAR RAPIDS-WTRLO-IWC&DUB","IOWA CITY","IA","PBS","KIIN",29095,12,12,6/12/09,,,"PHASED TRAN","IOWA PUBLIC BROADCASTING BOARD"
"CEDAR RAPIDS-WTRLO-IWC&DUB","IOWA CITY","IA","CW","KWKB",35096,20,25,2/17/09,,,,"KM TELEVISION OF IOWA, L.L.C."
"CEDAR RAPIDS-WTRLO-IWC&DUB","WATERLOO","IA","PBS","KRIN",29114,32,35,6/12/09,,,,"IOWA PUBLIC BROADCASTING BOARD"
"CEDAR RAPIDS-WTRLO-IWC&DUB","WATERLOO","IA","RTN","KWWF",81595,22,22,6/11/09,,,"EXT-DARK","EBC WATERLOO, INC."
"CEDAR RAPIDS-WTRLO-IWC&DUB","WATERLOO","IA","NBC","KWWL",593,7,7,2/17/09,,," ","KWWL TELEVISION, INC."
"CHAMPAIGN&SPRNGFLD-DECATUR","CHAMPAIGN","IL","CBS","WCIA",42124,3,48,6/12/09,,,,"NEXSTAR BROADCASTING, INC."
"CHAMPAIGN&SPRNGFLD-DECATUR","CHAMPAIGN","IL","NBC","WICD",25684,15,41,2/17/09,,,,"WICD LICENSEE, LLC"
"CHAMPAIGN&SPRNGFLD-DECATUR","CHARLESTON","IL","PBS","WEIU-TV",18301,51,50,2/17/09,,,,"EASTERN ILLINOIS UNIVERSITY"
"CHAMPAIGN&SPRNGFLD-DECATUR","DECATUR","IL","NBC","WAND",70852,17,18,2/17/09,,,,"WAND(TV) PARTNERSHIP"
"CHAMPAIGN&SPRNGFLD-DECATUR","DECATUR","IL","CW","WBUI",16363,23,22,2/17/09,,,,"GOCOM MEDIA OF ILLINOIS, LLC"
"CHAMPAIGN&SPRNGFLD-DECATUR","JACKSONVILLE","IL","PBS","WSEC",70536,14,15,6/12/09,,,,"WEST CENTRAL ILLINOIS EDUCATIONAL TELECOM. CORP."
"CHAMPAIGN&SPRNGFLD-DECATUR","SPRINGFIELD","IL","MYTV","WCFN",42116,49,13,6/12/09,,,,"NEXSTAR BROADCASTING, INC."
"CHAMPAIGN&SPRNGFLD-DECATUR","SPRINGFIELD","IL","NBC","WICS",25686,20,42,2/17/09,,,,"WICS LICENSEE, LLC"
"CHAMPAIGN&SPRNGFLD-DECATUR","SPRINGFIELD","IL","FOX","WRSP-TV",62009,55,44,2/17/09,,,,"GOCOM MEDIA OF ILLINOIS, LLC"
"CHAMPAIGN&SPRNGFLD-DECATUR","URBANA","IL","FOX","WCCU",69544,27,26,2/17/09,,,,"GOCOM MEDIA OF ILLINOIS, LLC"
"CHAMPAIGN&SPRNGFLD-DECATUR","URBANA","IL","PBS","WILL-TV",68939,12,9,3/31/09,,,,"THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS"
"CHARLESTON","CHARLESTON","SC","NBC","WCBD-TV",10587,2,50,6/12/09,,,"2% LOSS","MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"CHARLESTON","CHARLESTON","SC","ABC","WCIV",21536,4,34,6/12/09,,,,"WCIV, LLC"
"CHARLESTON","CHARLESTON","SC","CBS","WCSC-TV",71297,5,47,6/12/09,,,"2% LOSS","WCSC LICSENCE SUBSIDIARY, LLC"
"CHARLESTON","CHARLESTON","SC","PBS","WITV",61005,7,7,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TV COMMISSION"
"CHARLESTON","CHARLESTON","SC","MYTV","WMMP",9015,36,36,2/17/09,,,"EXT-OPER","WMMP LICENSEE L.P."
"CHARLESTON","CHARLESTON","SC","FOX","WTAT-TV",416,24,24,2/17/09,,,,"WTAT LICENSEE, LLC"
"CHARLESTON-HUNTINGTON","ASHLAND","KY","PBS","WKAS",34171,25,26,4/16/09,,,,"KENTUCKY AUTHORITY FOR EDUCATIONAL TV"
"CHARLESTON-HUNTINGTON","ASHLAND","KY","IND","WTSF",67798,61,44,4/30/09,,,,"TRI STATE FAMILY BROADCASTING, INC."
"CHARLESTON-HUNTINGTON","CHARLESTON","WV","ABC","WCHS-TV",71280,8,41,6/12/09,,,,"WCHS LICENSEE, LLC"
"CHARLESTON-HUNTINGTON","CHARLESTON","WV","ION","WLPX-TV",73189,29,39,4/16/09,,,"2% LOSS","ION MEDIA CHARLESTON LICENSE, INC."
"CHARLESTON-HUNTINGTON","CHARLESTON","WV","FOX","WVAH-TV",417,11,19,6/12/09,,"S",,"WVAH LICENSEE, LLC"
"CHARLESTON-HUNTINGTON","HUNTINGTON","WV","CBS","WOWK-TV",23342,13,13,2/17/09,,,,"WEST VIRGINIA MEDIA HOLDINGS, LLC"
"CHARLESTON-HUNTINGTON","HUNTINGTON","WV","PBS","WPBY-TV",71657,33,34,6/12/09,,,,"WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY"
"CHARLESTON-HUNTINGTON","HUNTINGTON","WV","NBC","WSAZ-TV",36912,3,23,"Before 2/17/09",,"E"," ","GRAY TELEVISION LICENSEE, LLC"
"CHARLESTON-HUNTINGTON","PIKEVILLE","KY","PBS","WKPI-TV",34200,22,24,4/16/09,,,,"KENTUCKY AUTHORITY FOR EDUCATIONAL TV"
"CHARLESTON-HUNTINGTON","PORTSMOUTH","OH","PBS","WPBO",66190,42,43,3/31/09,,,,"THE OHIO STATE UNIVERSITY"
"CHARLESTON-HUNTINGTON","PORTSMOUTH","OH","CW","WQCW",65130,30,17,6/12/09,,,,"MOUNTAIN TV, L.L.C."
"CHARLOTTE","BELMONT","NC","CW","WJZY",73152,46,47,6/12/09,,"S",,"WJZY-TV, INC."
"CHARLOTTE","CHARLOTTE","NC","CBS","WBTV",30826,3,23,6/12/09,,,,"WBTV LICENSE SUBSIDIARY, LLC"
"CHARLOTTE","CHARLOTTE","NC","FOX","WCCB",49157,18,27,6/12/09,,,,"NORTH CAROLINA BROADCASTING PARTNERS"
"CHARLOTTE","CHARLOTTE","NC","NBC","WCNC-TV",32326,36,22,6/12/09,,,"2% LOSS","WCNC-TV, INC."
"CHARLOTTE","CHARLOTTE","NC","ABC","WSOC-TV",74070,9,34,6/12/09,,,,"WSOC TELEVISION, INC."
"CHARLOTTE","CHARLOTTE","NC","PBS","WTVI",10645,42,11,2/17/09,,,,"CHARLOTTE-MECKLENBURG PUBLIC BROADCASTING AUTH."
"CHARLOTTE","CONCORD","NC","PBS","WUNG-TV",69124,58,44,6/12/09,,,"2% LOSS","UNIVERSITY OF NORTH CAROLINA"
"CHARLOTTE","HICKORY","NC","IND","WHKY-TV",65919,14,40,2/17/09,,,"2% LOSS","LONG COMMUNICATIONS, LLC."
"CHARLOTTE","KANNAPOLIS","NC","IND","WAXN-TV",12793,64,50,2/17/09,,,,"WSOC TELEVISION, INC."
"CHARLOTTE","LINVILLE","NC","PBS","WUNE-TV",69114,17,17,6/12/09,,,,"UNIVERSITY OF NORTH CAROLINA"
"CHARLOTTE","ROCK HILL","SC","MYTV","WMYT-TV",20624,55,39,6/12/09,,,,"WMYT-TV, INC."
"CHARLOTTE","ROCK HILL","SC","PBS","WNSC-TV",61009,30,15,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TV COMMISSION"
"CHARLOTTESVILLE","CHARLOTTESVILLE","VA","CBS","WCAV",363,19,19,"Before 2/17/09",,,,"GRAY TELEVISION LICENSEE, LLC"
"CHARLOTTESVILLE","CHARLOTTESVILLE","VA","PBS","WHTJ",9990,41,46,3/30/09,,,,"COMMONWEALTH PUBLIC BROADCASTING CORPORATION"
"CHARLOTTESVILLE","CHARLOTTESVILLE","VA","NBC/CW","WVIR-TV",70309,29,32,2/17/09,,"E",,"VIRGINIA BROADCASTING CORPORATION"
"CHATTANOOGA","CHATSWORTH","GA","PBS","WNGH-TV",23942,18,33,2/17/09,,,,"GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION"
"CHATTANOOGA","CHATTANOOGA","TN","CBS","WDEF-TV",54385,12,12,2/17/09,,,"2% LOSS","WDEF-TV, INC."
"CHATTANOOGA","CHATTANOOGA","TN","FOX","WDSI-TV",71353,61,40,"Before 2/17/09",,,"2% LOSS","NEW AGE MEDIA OF TENNESSEE LICENSE, LLC"
"CHATTANOOGA","CHATTANOOGA","TN","NBC","WRCB",59137,3,13,6/12/09,,"S","2% LOSS","SARKES TARZIAN, INC."
"CHATTANOOGA","CHATTANOOGA","TN","PBS","WTCI",65667,45,29,2/17/09,,,,"THE GREATER CHATTANOOGA PUBLIC TELEVISION CORP"
"CHATTANOOGA","CHATTANOOGA","TN","ABC","WTVC",22590,9,9,6/12/09,,,,"FREEDOM BROADCASTING OF TENNESSEE LICENSEE, L.L.C."
"CHATTANOOGA","Cleveland","TN","CW","WFLI-TV",72060,53,42,"Before 2/17/09",,,,"MPS MEDIA OF TENNESSEE LICENSE, LLC"
"CHATTANOOGA","DALTON","GA","TBN","WELF-TV",60825,23,16,4/16/09,,,,"TCCSA, INC., D/B/A TRINITY BROADCASTING NETWORK"
"CHEYENNE-SCOTTSBLUFF","ALLIANCE","NE","PBS","KTNE-TV",47996,13,13,"Before 2/17/09",,,,"NEBRASKA EDUCATIONAL TELECOM. COMMISSION"
"CHEYENNE-SCOTTSBLUFF","CHEYENNE","WY","CBS","KGWN-TV",63166,5,30,6/12/09,,,"2% LOSS","SAGAMOREHILL B'CASTING OF WYOMING/N. COLORADO, LLC"
"CHEYENNE-SCOTTSBLUFF","CHEYENNE","WY","FOX","KLWY",40250,27,27,2/17/09,,,,"WYOMEDIA CORPORATION"
"CHEYENNE-SCOTTSBLUFF","SCOTTSBLUFF","NE","CBS","KSTF",63182,10,29,6/12/09,,,"2% LOSS/EXT OPER","SAGAMOREHILL B'CASTING OF WYOMING/N. COLORADO, LLC"
"CHICAGO","AURORA","IL","TELEFUTURA","WXFT-TV",60539,60,50,6/12/09,,,,"TELEFUTURA CHICAGO LLC"
"CHICAGO","CHICAGO","IL","CBS","WBBM-TV",9617,2,12,6/12/09,,,,"CBS BROADCASTING INC."
"CHICAGO","CHICAGO","IL","IND","WCIU-TV",71428,26,27,6/12/09,," ",,"WCIU-TV LIMITED PARTNERSHIP"
"CHICAGO","CHICAGO","IL","ION","WCPX-TV",10981,38,43,6/12/09,,,,"ION MEDIA CHICAGO LICENSE, INC."
"CHICAGO","CHICAGO","IL","FOX","WFLD",22211,32,31,6/12/09,,"S",,"FOX TELEVISION STATIONS, INC."
"CHICAGO","CHICAGO","IL","CW","WGN-TV",72115,9,19,6/12/09,,,,"WGN CONTINENTAL BROADCASTING COMPANY"
"CHICAGO","CHICAGO","IL","ABC","WLS-TV",73226,7,7,6/12/09,,,,"WLS TELEVISION, INC."
"CHICAGO","CHICAGO","IL","NBC","WMAQ-TV",47905,5,29,6/12/09,,,,"NBC TELEMUNDO LICENSE CO."
"CHICAGO","CHICAGO","IL","TELEMUNDO","WSNS-TV",70119,44,45,6/12/09,,,,"NBC TELEMUNDO LICENSE CO."
"CHICAGO","CHICAGO","IL","PBS","WTTW",10802,11,47,6/12/09,,,,"WINDOW TO THE WORLD COMMUNICATIONS, INC."
"CHICAGO","CHICAGO","IL","PBS","WYCC",12279,20,21,4/16/09,,,,"COLLEGE DIST. #508, COUNTY OF COOK"
"CHICAGO","GARY","IN","MYTV","WPWR-TV",48772,50,51,6/12/09,,,,"FOX TELEVISION STATIONS, INC."
"CHICAGO","GARY","IN","PBS","WYIN",49803,56,17,6/12/09,,,,"NORTHWEST INDIANA PUBLIC BROADCASTING, INC."
"CHICAGO","HAMMOND","IN","IND","WJYS",32334,62,36,6/12/09,,,,"JOVON BROADCASTING CORPORATION"
"CHICAGO","JOLIET","IL","UNIVISION","WGBO-TV",12498,66,38,6/12/09,,,,"WGBO LICENSE PARTNERSHIP, G.P."
"CHICAGO","LA SALLE","IL","TBN","WWTO-TV",998,35,10,4/16/09,,,,"TCCSA, INC., D/B/A TRINITY BROADCASTING NETWORK"
"CHICO-REDDING","CHICO","CA","CBS","KHSL-TV",24508,12,43,"Before 2/17/09",,,"2% LOSS","CATAMOUNT BROADCASTING OF CHICO-REDDING, INC."
"CHICO-REDDING","CHICO","CA","NBC","KNVN",33745,24,24,"Before 2/17/09",,,,"CHICO LICENSE, L.L.C."
"CHICO-REDDING","PARADISE","CA","FOX","KCVU",58605,30,20,"Before 2/17/09",,,"2% LOSS","SAINTE PARTNERS II, L.P."
"CHICO-REDDING","REDDING","CA","PBS","KIXE-TV",47285,9,9,"Before 2/17/09",,,,"NORTHERN CALIFORNIA EDUCATIONAL TELEVISION ASSN., INC"
"CHICO-REDDING","REDDING","CA","ABC","KRCR-TV",8291,7,7,6/12/09,,,,"BLUESTONE LICENSE HOLDINGS INC."
"CINCINNATI","CINCINNATI","OH","PBS","WCET",65666,48,34,5/1/09,,,,"THE GREATER CINCINNATI TV EDUCATIONAL. FOUNDATION"
"CINCINNATI","CINCINNATI","OH","ABC","WCPO-TV",59438,9,10,6/12/09,,,"PHASED TRAN","SCRIPPS HOWARD BROADCASTING COMPANY"
"CINCINNATI","CINCINNATI","OH","CBS","WKRC-TV",11289,12,12,6/12/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"CINCINNATI","CINCINNATI","OH","NBC","WLWT",46979,5,35,6/12/09,,"S",,"OHIO/OKLAHOMA HEARST-ARGYLE TELEVISION, INC"
"CINCINNATI","CINCINNATI","OH","MYTV","WSTR-TV",11204,64,33,2/17/09,,,,"WSTR LICENSEE, INC."
"CINCINNATI","COVINGTON","KY","PBS","WCVN-TV",34204,54,24,4/16/09,,,,"KENTUCKY AUTHORITY FOR EDUCATIONAL TV"
"CINCINNATI","NEWPORT","KY","FOX","WXIX-TV",39738,19,29,6/12/09,,,"2% LOSS","WXIX LICENSE SUBSIDIARY, LLC"
"CINCINNATI","OWENTON","KY","PBS","WKON",34211,52,44,4/16/09,,,,"KENTUCKY AUTHORITY FOR EDUCATIONAL TV"
"CINCINNATI","OXFORD","OH","PBS","WPTO",25065,14,28,5/1/09,,,,"GREATER DAYTON PUBLIC TELEVISION, INC."
"CLARKSBURG-WESTON","CLARKSBURG","WV","NBC","WBOY-TV",71220,12,12,2/17/09,,,,"WEST VIRGINIA MEDIA HOLDINGS, LLC"
"CLARKSBURG-WESTON","CLARKSBURG","WV","FOX","WVFX",10976,46,10,6/12/09,,,"EXT-OPER","WITHERS BROADCASTING COMPANY OF CLARKSBURG, LLC"
"CLARKSBURG-WESTON","MORGANTOWN","WV","PBS","WNPB-TV",71676,24,33,6/12/09,,,"2% LOSS/PHSD TRAN","WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY"
"CLARKSBURG-WESTON","WESTON","WV","CBS","WDTV",70592,5,5,6/12/09,,,"EXT-OPER","WITHERS BROADCASTING COMPANY OF WEST VIRGINIA"
"CLEVELAND-AKRON (CANTON)","AKRON","OH","CW","WBNX-TV",72958,55,30,6/12/09,,,,"WINSTON BROADCASTING NETWORK, INC."
"CLEVELAND-AKRON (CANTON)","AKRON","OH","PBS","WEAO",49421,49,50,6/12/09,,,,"NORTHEASTERN EDUCATIONAL TELEVISION OF OHIO, INC."
"CLEVELAND-AKRON (CANTON)","AKRON","OH","ION","WVPX-TV",70491,23,23,6/12/09,,,,"ION MEDIA AKRON LICENSE, INC."
"CLEVELAND-AKRON (CANTON)","ALLIANCE","OH","PBS","WNEO",49439,45,45,"Before 2/17/09",,,"2% LOSS","NORTHEASTERN EDUCATIONAL TELEVISION OF OHIO, INC."
"CLEVELAND-AKRON (CANTON)","CANTON","OH","TBN","WDLI-TV",67893,17,39,4/16/09,,,,"TRINITY BROADCASTING NETWORK, INC."
"CLEVELAND-AKRON (CANTON)","CANTON","OH","IND","WOAC",43870,67,47,2/17/09,,,,"MTB CLEVELAND LICENSEE LLC"
"CLEVELAND-AKRON (CANTON)","CLEVELAND","OH","ABC","WEWS-TV",59441,5,15,6/12/09,,," PHSD TRAN","SCRIPPS HOWARD BROADCASTING COMPANY"
"CLEVELAND-AKRON (CANTON)","CLEVELAND","OH","FOX","WJW",73150,8,8,6/12/09,,,,"COMMUNITY TELEVISION OF OHIO LICENSE, LLC"
"CLEVELAND-AKRON (CANTON)","CLEVELAND","OH","NBC","WKYC",73195,3,17,6/12/09,,"S"," ","WKYC-TV, INC."
"CLEVELAND-AKRON (CANTON)","CLEVELAND","OH","UNIVISION","WQHS-TV",60556,61,34,6/12/09,,,,"UNIVISION CLEVELAND LLC"
"CLEVELAND-AKRON (CANTON)","CLEVELAND","OH","PBS","WVIZ",18753,25,26,6/12/09,,,"PHSD TRAN","IDEASTREAM"
"CLEVELAND-AKRON (CANTON)","LORAIN","OH","MYTV","WUAB",8532,43,28,6/12/09,,,,"WOIO LICENSE SUBSIDIARY, LLC"
"CLEVELAND-AKRON (CANTON)","MANSFIELD","OH","IND","WMFD-TV",41893,68,12,"Before 2/17/09",,,,"MID-STATE TELEVISION,INC."
"CLEVELAND-AKRON (CANTON)","SANDUSKY","OH","TBN","WGGN-TV",11027,52,42,6/12/09,,,"2% LOSS","CHRISTIAN FAITH BROADCAST, INC."
"CLEVELAND-AKRON (CANTON)","SHAKER HEIGHTS","OH","CBS","WOIO",39746,19,10,6/12/09,,,,"WOIO LICENSE SUBSIDIARY, LLC"
"COLORADO SPRINGS-PUEBLO","COLORADO SPRGS","CO","CBS","KKTV",35037,11,10,6/12/09,,,,"GRAY TELEVISION LICENSEE, LLC"
"COLORADO SPRINGS-PUEBLO","COLORADO SPRGS","CO","ABC","KRDO-TV",52579,13,24,6/12/09,,,,"PIKES PEAK TELEVISION, INC."
"COLORADO SPRINGS-PUEBLO","COLORADO SPRGS","CO","FOX","KXRM-TV",35991,21,22,6/12/09,,"S",,"BARRINGTON COLORADO SPRINGS LICENSE LLC"
"COLORADO SPRINGS-PUEBLO","PUEBLO","CO","NBC","KOAA-TV",59014,5,42,6/12/09,,,"2% LOSS","SANGRE DE CRISTO COMMUNICATIONS, INC."
"COLORADO SPRINGS-PUEBLO","PUEBLO","CO","PBS","KTSC",69170,8,8,5/26/09,,,"2%LOSS","ROCKY MOUNTAIN PUBLIC BROADCASTING NETWORK, INC."
"COLORADO SPRINGS-PUEBLO","PUEBLO","CO","UNIVISION","KVSN-DT",166331,,48,"DIGITAL ONLY",,,,"ENTRAVISION HOLDINGS, LLC"
"COLUMBIA","COLUMBIA","SC","FOX","WACH",19199,57,48,6/12/09,,,,"BARRINGTON COLUMBIA LICENSE LLC"
"COLUMBIA","COLUMBIA","SC","NBC","WIS",13990,10,10,6/12/09,,,"2%LOSS/EXT-OPER","WIS LICENSE SUBSIDIARY, LLC"
"COLUMBIA","COLUMBIA","SC","CBS","WLTX",37176,19,17,6/12/09,,,,"PACIFIC AND SOUTHERN COMPANY, INC."
"COLUMBIA","COLUMBIA","SC","ABC","WOLO-TV",60963,25,8,6/12/09,"PM","S",,"SOUTH CAROLINA BROADCASTING PARTNERS"
"COLUMBIA","COLUMBIA","SC","PBS","WRLK-TV",61013,35,32,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TV COMMISSION"
"COLUMBIA","COLUMBIA","SC","CW","WZRB",136750,47,47,2/17/09,,,"2% LOSS","ROBERTS BROADCASTING COMPANY OF COLUMBIA, SC, LLC"
"COLUMBIA","SUMTER","SC","MYTV","WKTC",40902,63,39,2/17/09,,,,"WBHQ COLUMBIA, LLC"
"COLUMBIA","SUMTER","SC","PBS","WRJA-TV",61012,27,28,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TV COMMISSION"
"COLUMBIA-JEFFERSON CITY","COLUMBIA","MO","ABC","KMIZ",63164,17,17,6/12/09,,,,"JW BROADCASTING, LLC"
"COLUMBIA-JEFFERSON CITY","COLUMBIA","MO","NBC","KOMU-TV",65583,8,8,6/12/09,,,,"THE CURATORS OF THE UNIVERSITY OF MISSOURI"
"COLUMBIA-JEFFERSON CITY","JEFFERSON CITY","MO","REL","KNLJ",48521,25,20,"Before 2/17/09",,,,"CHRISTIAN TELEVISION NETWORK, INC."
